package_ndc,generic_name,dosage_form,presentation,company_name,initial_posting_date,update_date,discontinued_date,availability,status,shortage_reason,therapeutic_category,update_type,related_info,shortage,manufacturer_count,shortage_frequency,drug_shortage_frequency,log_drug_freq,complexity_Low,complexity_Medium
63323-468-37,"Bupivacaine Hydrochloride, Epinephrine Bitartrate Injection",Injection,"Sensorcaine, Injection, 2.5 mg/1 mL; .005 mg/1 mL (NDC 63323-468-37)","Fresenius Kabi USA, LLC",2018-02-20,2026-04-02,,Available,Current,Unavailable,Anesthesia,Reverified,Check wholesalers for inventory,0,2,1,20,3.044522437723423,False,False
72205-133-91,"Lisdexamfetamine Dimesylate Tablet, Chewable","Tablet, Chewable","Lisdexamfetamine Dimesylate, Tablet, Chewable, 20 mg (NDC 72205-133-91)",Novadoz Pharmaceuticals LLC,2023-07-14,2026-04-02,,Available,Current,Shortage of an active ingredient,Psychiatry,Reverified,Limited supply from Manufacturers,0,3,1,18,2.9444389791664403,True,False
72205-136-91,"Lisdexamfetamine Dimesylate Tablet, Chewable","Tablet, Chewable","Lisdexamfetamine Dimesylate, Tablet, Chewable, 50 mg (NDC 72205-136-91)",Novadoz Pharmaceuticals LLC,2023-07-14,2026-04-02,,Available,Current,Shortage of an active ingredient,Psychiatry,Reverified,Limited supply from Manufacturers,0,3,1,18,2.9444389791664403,True,False
63323-493-91,Lidocaine Hydrochloride Injection,Injection,"Xylocaine, Injection, 15 mg/1 mL (NDC 63323-493-91)","Fresenius Kabi USA, LLC",2012-02-22,2026-04-02,,Unavailable,Current,Demand increase for the drug,"Anesthesia, Pediatric",Reverified,Expected recovery: TBD,1,10,1,70,4.2626798770413155,False,False
63323-483-27,"Epinephrine Bitartrate, Lidocaine Hydrochloride Injection",Injection,"Xylocaine, Injection, .01 mg/1 mL; 20 mg/1 mL (NDC 63323-483-27)","Fresenius Kabi USA, LLC",2016-10-14,2026-04-02,,Available,Current,Unavailable,"Anesthesia, Pediatric",Reverified,Check wholesalers for inventory,0,2,1,22,3.1354942159291497,False,False
63323-165-05,Dexamethasone Sodium Phosphate Injection,Injection,"Dexamethasone Sodium Phosphate, Injection, 4 mg/1 mL (NDC 63323-165-05)","Fresenius Kabi USA, LLC",2019-02-08,2026-04-02,,Available,Current,Unavailable,"Dermatology, Endocrinology/Metabolism, Gastroenterology, Hematology, Neurology, Oncology, Ophthalmology, Other, Pulmonary/Allergy, Rheumatology",Reverified,Check wholesalers for inventory.,0,5,1,16,2.833213344056216,False,False
63323-288-20,Ropivacaine Hydrochloride Injection,Injection,"Naropin, Injection, 10 mg/1 mL (NDC 63323-288-20)","Fresenius Kabi USA, LLC",2018-03-23,2026-04-02,,Unavailable,Current,Delay in shipping of the drug,Anesthesia,Reverified,Expected recovery: TBD,1,5,1,46,3.8501476017100584,False,False
63323-487-37,"Epinephrine Bitartrate, Lidocaine Hydrochloride Injection",Injection,"Xylocaine, Injection, .005 mg/1 mL; 10 mg/1 mL (NDC 63323-487-37)","Fresenius Kabi USA, LLC",2016-10-14,2026-04-02,,Available,Current,Unavailable,"Anesthesia, Pediatric",Reverified,Check wholesalers for inventory,0,2,1,22,3.1354942159291497,False,False
63323-495-27,Lidocaine Hydrochloride Injection,Injection,"Xylocaine, Injection, 20 mg/1 mL (NDC 63323-495-27)","Fresenius Kabi USA, LLC",2012-02-22,2026-04-02,,Available,Current,Unavailable,"Anesthesia, Pediatric",Reverified,Check wholesalers for inventory,0,10,1,70,4.2626798770413155,False,False
63323-285-10,Ropivacaine Hydrochloride Injection,Injection,"Naropin, Injection, 2 mg/1 mL (NDC 63323-285-10)","Fresenius Kabi USA, LLC",2018-03-23,2026-04-02,,Unavailable,Current,Demand increase for the drug,Anesthesia,Reverified,Expected recovery: TBD,1,5,1,46,3.8501476017100584,False,False
63323-280-10,Furosemide Injection,Injection,"Furosemide, Injection, 10 mg/1 mL (NDC 63323-280-10)","Fresenius Kabi USA, LLC",2020-04-07,2026-04-02,,Available,Current,Unavailable,Cardiovascular,Reverified,Check wholesalers for inventory,0,9,1,33,3.5263605246161616,False,False
76329-8261-1,Lorazepam Injection,Injection,"Lorazepam, Injection, 2 mg/1 mL (NDC 76329-8261-1)","Amphastar Pharmaceuticals, Inc.",2018-05-03,2026-04-02,,Limited Availability,Current,Demand increase for the drug,Neurology,Reverified,Limited Availability,1,4,1,11,2.4849066497880004,False,False
63323-467-57,Bupivacaine Hydrochloride Injection,Injection,"Sensorcaine, Injection, 5 mg/1 mL (NDC 63323-467-57)","Fresenius Kabi USA, LLC",2018-02-20,2026-04-02,,Available,Current,Unavailable,Anesthesia,Reverified,Check wholesalers for inventory,0,6,1,42,3.7612001156935624,False,False
60505-4743-1,Lisdexamfetamine Dimesylate Capsule,Capsule,"Lisdexamfetamine Dimesylate, Capsule, 50 mg (NDC 60505-4743-1)",Apotex Corp.,2023-11-01,2026-04-02,,Available,Current,Unavailable,Psychiatry,Reverified,,0,13,1,90,4.51085950651685,True,False
63323-451-01,Morphine Sulfate Injection,Injection,"Morphine Sulfate, Injection, 10 mg/1 mL (NDC 63323-451-01)","Fresenius Kabi USA, LLC",2017-10-31,2026-04-02,,Unavailable,Current,Other,Analgesia/Addiction,Reverified,Expected recovery: TBD,1,5,1,25,3.258096538021482,False,False
63323-485-27,Lidocaine Hydrochloride Injection,Injection,"Xylocaine, Injection, 10 mg/1 mL (NDC 63323-485-27)","Fresenius Kabi USA, LLC",2012-02-22,2026-04-02,,Available,Current,Unavailable,"Anesthesia, Pediatric",Reverified,Check wholesalers for inventory,0,10,1,70,4.2626798770413155,False,False
63323-484-57,Lidocaine Hydrochloride Injection,Injection,"Xylocaine, Injection, 5 mg/1 mL (NDC 63323-484-57)","Fresenius Kabi USA, LLC",2012-02-22,2026-04-02,,Unavailable,Current,Demand increase for the drug,"Anesthesia, Pediatric",Reverified,Expected recovery: TBD,1,10,1,70,4.2626798770413155,False,False
63323-165-01,Dexamethasone Sodium Phosphate Injection,Injection,"Dexamethasone Sodium Phosphate, Injection, 4 mg/1 mL (NDC 63323-165-01)","Fresenius Kabi USA, LLC",2019-02-08,2026-04-02,,Available,Current,Unavailable,"Dermatology, Endocrinology/Metabolism, Gastroenterology, Hematology, Neurology, Oncology, Ophthalmology, Other, Pulmonary/Allergy, Rheumatology",Reverified,Check wholesalers for inventory.,0,5,1,16,2.833213344056216,False,False
63323-824-76,Dextrose Monohydrate 10% Injection,Injection,"Dextrose 10% In Plastic Container, Injection, 100 mg/1 mL (NDC 63323-824-76)","Fresenius Kabi USA, LLC",2022-03-01,2026-04-02,,Available,Current,Unavailable,"Endocrinology/Metabolism, Gastroenterology, Other, Pediatric",Reverified,Check wholesalers for inventory,0,4,1,13,2.6390573296152584,False,False
63323-724-05,Remifentanil Hydrochloride Injection,Injection,"Remifentanil Hydrochloride, Injection, 1 mg/1 mL (NDC 63323-724-05)","Fresenius Kabi USA, LLC",2022-06-28,2026-04-02,,Available,Current,Unavailable,Analgesia/Addiction,Reverified,Check wholesalers for inventory,0,3,1,9,2.302585092994046,False,False
63323-461-57,"Bupivacaine Hydrochloride, Epinephrine Bitartrate Injection",Injection,"Sensorcaine, Injection, 2.5 mg/1 mL; .005 mg/1 mL (NDC 63323-461-57)","Fresenius Kabi USA, LLC",2018-02-20,2026-04-02,,Available,Current,Unavailable,Anesthesia,Reverified,Check wholesaler for inventory,0,2,1,20,3.044522437723423,False,False
60505-4742-1,Lisdexamfetamine Dimesylate Capsule,Capsule,"Lisdexamfetamine Dimesylate, Capsule, 40 mg (NDC 60505-4742-1)",Apotex Corp.,2023-11-01,2026-04-02,,Available,Current,Unavailable,Psychiatry,Reverified,,0,13,1,90,4.51085950651685,True,False
63323-723-03,Remifentanil Hydrochloride Injection,Injection,"Remifentanil Hydrochloride, Injection, 1 mg/1 mL (NDC 63323-723-03)","Fresenius Kabi USA, LLC",2022-06-28,2026-04-02,,Unavailable,Current,Delay in shipping of the drug,Analgesia/Addiction,Reverified,Next release April 2026. Check wholesalers for inventory.,1,3,1,9,2.302585092994046,False,False
65219-462-10,Dextrose Monohydrate 5% Injection,Injection,"Dextrose 5% In Plastic Container, Injection, 50 mg/1 mL (NDC 65219-462-10)","Fresenius Kabi USA, LLC",2022-02-14,2026-04-02,,Available,Current,Unavailable,"Endocrinology/Metabolism, Gastroenterology, Other, Pediatric",Reverified,Check wholesalers for inventory,0,4,1,36,3.6109179126442243,False,False
63323-854-10,Hydromorphone Hydrochloride Injection,Injection,"Hydromorphone Hydrochloride, Injection, 4 mg/1 mL (NDC 63323-854-10)","Fresenius Kabi USA, LLC",2017-11-01,2026-04-02,,Unavailable,Current,Other,Analgesia/Addiction,Reverified,Expected recovery: TBD,1,4,1,26,3.295836866004329,False,False
63323-462-37,"Bupivacaine Hydrochloride, Epinephrine Bitartrate Injection",Injection,"Sensorcaine, Injection, 5 mg/1 mL; .005 mg/1 mL (NDC 63323-462-37)","Fresenius Kabi USA, LLC",2018-02-20,2026-04-02,,Available,Current,Unavailable,Anesthesia,Reverified,Check wholesalers for inventory,0,2,1,20,3.044522437723423,False,False
65219-444-10,Rocuronium Bromide Injection,Injection,"Rocuronium Bromide, Injection, 10 mg/1 mL (NDC 65219-444-10)","Fresenius Kabi USA, LLC",2023-02-15,2026-04-02,,Available,Current,Unavailable,Anesthesia,Reverified,Check wholesalers for inventory,0,11,1,26,3.295836866004329,False,False
63323-463-57,"Bupivacaine Hydrochloride, Epinephrine Bitartrate Injection",Injection,"Sensorcaine, Injection, 5 mg/1 mL; .005 mg/1 mL (NDC 63323-463-57)","Fresenius Kabi USA, LLC",2018-02-20,2026-04-02,,Available,Current,Unavailable,Anesthesia,Reverified,Check wholesaler for inventory,0,2,1,20,3.044522437723423,False,False
63323-464-17,Bupivacaine Hydrochloride Injection,Injection,"Sensorcaine, Injection, 2.5 mg/1 mL (NDC 63323-464-17)","Fresenius Kabi USA, LLC",2018-02-20,2026-04-02,,Available,Current,Unavailable,Anesthesia,Reverified,Check wholesalers for inventory,0,6,1,42,3.7612001156935624,False,False
72205-135-91,"Lisdexamfetamine Dimesylate Tablet, Chewable","Tablet, Chewable","Lisdexamfetamine Dimesylate, Tablet, Chewable, 40 mg (NDC 72205-135-91)",Novadoz Pharmaceuticals LLC,2023-07-14,2026-04-02,,Available,Current,Shortage of an active ingredient,Psychiatry,Reverified,Limited supply from Manufacturers,0,3,1,18,2.9444389791664403,True,False
63323-123-10,Methotrexate Sodium Injection,Injection,"Methotrexate Sodium, Injection, 25 mg/1 mL (NDC 63323-123-10)","Fresenius Kabi USA, LLC",2023-03-13,2026-04-02,,Available,Current,Demand increase for the drug,"Rheumatology, Oncology",Reverified,Check wholesaler for inventory,0,5,1,14,2.70805020110221,False,False
63323-455-01,Morphine Sulfate Injection,Injection,"Morphine Sulfate, Injection, 5 mg/1 mL (NDC 63323-455-01)","Fresenius Kabi USA, LLC",2017-10-31,2026-04-02,,Unavailable,Current,Demand increase for the drug,Analgesia/Addiction,Reverified,Expected recovery: TBD,1,5,1,25,3.258096538021482,False,False
63323-426-10,Rocuronium Bromide Injection,Injection,"Rocuronium Bromide, Injection, 10 mg/1 mL (NDC 63323-426-10)","Fresenius Kabi USA, LLC",2023-02-15,2026-04-02,,Available,Current,Unavailable,Anesthesia,Reverified,Check wholesalers for inventory,0,11,1,26,3.295836866004329,False,False
63323-201-10,Lidocaine Hydrochloride Injection,Injection,"Lidocaine Hydrochloride, Injection, 10 mg/1 mL (NDC 63323-201-10)","Fresenius Kabi USA, LLC",2012-02-22,2026-04-02,,Available,Current,Unavailable,"Anesthesia, Pediatric",Reverified,Check wholesalers for inventory,0,10,1,70,4.2626798770413155,False,False
63323-824-74,Dextrose Monohydrate 10% Injection,Injection,"Dextrose 10% In Plastic Container, Injection, 100 mg/1 mL (NDC 63323-824-74)","Fresenius Kabi USA, LLC",2022-03-01,2026-04-02,,Available,Current,Unavailable,"Endocrinology/Metabolism, Gastroenterology, Other, Pediatric",Reverified,Check wholesalers for inventory,0,4,1,13,2.6390573296152584,False,False
60505-4740-1,Lisdexamfetamine Dimesylate Capsule,Capsule,"Lisdexamfetamine Dimesylate, Capsule, 20 mg (NDC 60505-4740-1)",Apotex Corp.,2023-11-01,2026-04-02,,Available,Current,Unavailable,Psychiatry,Reverified,,0,13,1,90,4.51085950651685,True,False
63323-411-25,Midazolam Hydrochloride Injection,Injection,"Midazolam Hydrochloride, Injection, 1 mg/1 mL (NDC 63323-411-25)","Fresenius Kabi USA, LLC",2020-04-02,2026-04-02,,Available,Current,Unavailable,"Anesthesia, Neurology",Reverified,Check wholesalers for inventory,0,6,1,30,3.4339872044851463,False,False
63323-288-21,Ropivacaine Hydrochloride Injection,Injection,"Naropin, Injection, 10 mg/1 mL (NDC 63323-288-21)","Fresenius Kabi USA, LLC",2018-03-23,2026-04-02,,Available,Current,Unavailable,Anesthesia,Reverified,,0,5,1,46,3.8501476017100584,False,False
60505-4745-1,Lisdexamfetamine Dimesylate Capsule,Capsule,"Lisdexamfetamine Dimesylate, Capsule, 70 mg (NDC 60505-4745-1)",Apotex Corp.,2023-11-01,2026-04-02,,Available,Current,Unavailable,Psychiatry,Reverified,,0,13,1,90,4.51085950651685,True,False
60505-6282-3,Carboplatin Injection,Injection,"Carboplatin, Injection, 150 mg/15 mL (10 mg/mL) Multiple Dose Vial (NDC 60505-6282-3)",Teyro Labs,2023-04-28,2026-04-02,,Unavailable,Current,Discontinuation of the manufacture of the drug,Oncology,Reverified,Discontinuation of the manufacture of the drug.,1,8,1,29,3.4011973816621555,False,False
47781-568-01,Lisdexamfetamine Dimesylate Capsule,Capsule,"Lisdexamfetamine Dimesylate, Capsule, 70 mg (NDC 47781-568-01)",Alvogen,2023-07-14,2026-04-02,,Available,Current,Unavailable,Psychiatry,Reverified,,0,13,1,90,4.51085950651685,True,False
63323-482-57,"Epinephrine Bitartrate, Lidocaine Hydrochloride Injection",Injection,"Xylocaine, Injection, .01 mg/1 mL; 10 mg/1 mL (NDC 63323-482-57)","Fresenius Kabi USA, LLC",2016-10-14,2026-04-02,,Available,Current,Unavailable,"Anesthesia, Pediatric",Reverified,Check wholesalers for inventory,0,2,1,22,3.1354942159291497,False,False
63323-492-31,Lidocaine Hydrochloride Injection,Injection,"Xylocaine, Injection, 10 mg/1 mL (NDC 63323-492-31)","Fresenius Kabi USA, LLC",2012-02-22,2026-04-02,,Unavailable,Current,Demand increase for the drug,"Anesthesia, Pediatric",Reverified,Expected recovery: TBD,1,10,1,70,4.2626798770413155,False,False
63323-426-05,Rocuronium Bromide Injection,Injection,"Rocuronium Bromide, Injection, 10 mg/1 mL (NDC 63323-426-05)","Fresenius Kabi USA, LLC",2023-02-15,2026-04-02,,Available,Current,Unavailable,Anesthesia,Reverified,Check wholesalers for inventory,0,11,1,26,3.295836866004329,False,False
63323-185-50,Sterile Water Injection,Injection,"Sterile Water For Injection In Plastic Container, Injection, 1 mL/1 mL (NDC 63323-185-50)","Fresenius Kabi USA, LLC",2021-11-23,2026-04-02,,Available,Current,Unavailable,Other,Reverified,Check wholesalers for inventory,0,5,1,12,2.5649493574615367,False,False
63323-671-20,Dexmedetomidine Hydrochloride Injection,Injection,"Dexmedetomidine Hydrochloride, Injection, 4 ug/1 mL (NDC 63323-671-20)","Fresenius Kabi USA, LLC",2020-04-10,2026-04-02,,Unavailable,Current,Other,Anesthesia,Reverified,Expected recovery: TBD,1,14,1,52,3.970291913552122,False,False
63323-725-10,Remifentanil Hydrochloride Injection,Injection,"Remifentanil Hydrochloride, Injection, 1 mg/1 mL (NDC 63323-725-10)","Fresenius Kabi USA, LLC",2022-06-28,2026-04-02,,Available,Current,Unavailable,Analgesia/Addiction,Reverified,Check wholesalers for inventory,0,3,1,9,2.302585092994046,False,False
63323-287-20,Ropivacaine Hydrochloride Injection,Injection,"Naropin, Injection, 7.5 mg/1 mL (NDC 63323-287-20)","Fresenius Kabi USA, LLC",2018-03-23,2026-04-02,,Unavailable,Current,Demand increase for the drug,Anesthesia,Reverified,Expected recovery: TBD,1,5,1,46,3.8501476017100584,False,False
63323-516-10,Dexamethasone Sodium Phosphate Injection,Injection,"Dexamethasone Sodium Phosphate, Injection, 10 mg/1 mL (NDC 63323-516-10)","Fresenius Kabi USA, LLC",2019-02-08,2026-04-02,,Unavailable,Current,Demand increase for the drug,"Dermatology, Endocrinology/Metabolism, Gastroenterology, Hematology, Neurology, Oncology, Ophthalmology, Other, Pulmonary/Allergy, Rheumatology",Reverified,Next release April 2026. Check wholesalers for inventory.,1,5,1,16,2.833213344056216,False,False
65219-632-10,Ropivacaine Hydrochloride Injection,Injection,"Naropin, Injection, 2 mg/1 mL (NDC 65219-632-10)","Fresenius Kabi USA, LLC",2018-03-23,2026-04-02,,Available,Current,Unavailable,Anesthesia,Reverified,,0,5,1,46,3.8501476017100584,False,False
63323-808-11,Fentanyl Citrate Injection,Injection,"Fentanyl Citrate, Injection, 50 ug/1 mL (NDC 63323-808-11)","Fresenius Kabi USA, LLC",2012-01-01,2026-04-02,,Available,Current,Unavailable,"Analgesia/Addiction, Pediatric",Reverified,Check wholesalers for inventory,0,3,1,19,2.995732273553991,False,False
63323-421-02,Dexmedetomidine Hydrochloride Injection,Injection,"Dexmedetomidine Hydrochloride, Injection, 100 ug/1 mL (NDC 63323-421-02)","Fresenius Kabi USA, LLC",2020-04-10,2026-04-02,,Unavailable,Current,Demand increase for the drug,Anesthesia,Reverified,Expected recovery: TBD,1,14,1,52,3.970291913552122,False,False
63323-285-63,Ropivacaine Hydrochloride Injection,Injection,"Naropin, Injection, 2 mg/1 mL (NDC 63323-285-63)","Fresenius Kabi USA, LLC",2018-03-23,2026-04-02,,Unavailable,Current,Other,Anesthesia,Reverified,Expected recovery: TBD,1,5,1,46,3.8501476017100584,False,False
63323-486-27,Lidocaine Hydrochloride Injection,Injection,"Xylocaine, Injection, 20 mg/1 mL (NDC 63323-486-27)","Fresenius Kabi USA, LLC",2012-02-22,2026-04-02,,Available,Current,Unavailable,"Anesthesia, Pediatric",Reverified,Check wholesalers for inventory,0,10,1,70,4.2626798770413155,False,False
63323-464-31,Bupivacaine Hydrochloride Injection,Injection,"Sensorcaine, Injection, 2.5 mg/1 mL (NDC 63323-464-31)","Fresenius Kabi USA, LLC",2018-02-20,2026-04-02,,Unavailable,Current,Demand increase for the drug,Anesthesia,Reverified,Expected recovery: TBD,1,6,1,42,3.7612001156935624,False,False
0517-1004-25,Atropine Sulfate Injection,Injection,"Atropine Sulfate, Injection, .4 mg/1 mL (NDC 0517-1004-25)","American Regent, Inc.",2012-01-01,2026-04-02,,Available,Current,Unavailable,"Anesthesia, Neurology, Pediatric",Reverified,,0,7,1,18,2.9444389791664403,False,False
63323-580-20,Atropine Sulfate Injection,Injection,"Atropine Sulfate, Injection, .4 mg/1 mL (NDC 63323-580-20)","Fresenius Kabi USA, LLC",2012-01-01,2026-04-02,,Available,Current,Unavailable,"Anesthesia, Neurology, Pediatric",Reverified,Check wholesalers for inventory,0,7,1,18,2.9444389791664403,False,False
65219-456-60,Dextrose Monohydrate 5% Injection,Injection,"Dextrose 5% In Plastic Container, Injection, 50 mg/1 mL (NDC 65219-456-60)","Fresenius Kabi USA, LLC",2022-02-14,2026-04-02,,Available,Current,Unavailable,"Endocrinology/Metabolism, Gastroenterology, Other, Pediatric",Reverified,Check wholealers for inventory,0,4,1,36,3.6109179126442243,False,False
63323-285-23,Ropivacaine Hydrochloride Injection,Injection,"Naropin, Injection, 2 mg/1 mL (NDC 63323-285-23)","Fresenius Kabi USA, LLC",2018-03-23,2026-04-02,,Available,Current,Unavailable,Anesthesia,Reverified,,0,5,1,46,3.8501476017100584,False,False
65219-065-05,Rocuronium Bromide Injection,Injection,"Rocuronium Bromide, Injection, 10 mg/1 mL (NDC 65219-065-05)","Fresenius Kabi USA, LLC",2023-02-15,2026-04-02,,Unavailable,Current,Delay in shipping of the drug,Anesthesia,Reverified,Next release not available at this time. Check wholesaler for inventory.,1,11,1,26,3.295836866004329,False,False
63323-162-01,Ketorolac Tromethamine Injection,Injection,"Ketorolac Tromethamine, Injection, 30 mg/1 mL (NDC 63323-162-01)","Fresenius Kabi USA, LLC",2018-03-23,2026-04-02,,Unavailable,Current,Delay in shipping of the drug,Analgesia/Addiction,Reverified,Next release April 2026. Check wholesalers for inventory.,1,7,1,25,3.258096538021482,False,False
