package_ndc,generic_name,dosage_form,presentation,company_name,initial_posting_date,update_date,discontinued_date,availability,status,shortage_reason,therapeutic_category,update_type,related_info,shortage,manufacturer_count,shortage_frequency,drug_shortage_frequency,log_drug_freq,complexity_Low,complexity_Medium,generic_clean,ingredient_clean,true_manufacturer_count,log_manufacturer_count,prev_shortage_date,days_since_last_shortage_x,log_days_since_last_shortage,days_since_last_shortage_y,days_since_last_shortage,rolling_shortage_12m,log_rolling_shortage_12m,future_shortage,approval_year,drug_age,reason_manufacturing,reason_quality,reason_demand,reason_unknown,manufacturer_risk,category_demand_score_x,is_injectable,is_tablet,is_capsule,manufacturer_risk_scaled,category_demand_score_y,category_demand_score
0591-3985-60,Celecoxib Capsule,capsule,"Celecoxib, Capsule, 400 mg (NDC 0591-3985-60)","Teva Pharmaceuticals USA, Inc.",2025-08-15,2025-08-15,2025-08-15,,To Be Discontinued,unavailable,Analgesia/Addiction,New,Discontinuation of the manufacture of the drug,0,1,1,6,1.9459101490553128,True,False,CELECOXIB,CELECOXIB,21.0,3.091042453358316,,9999.0,9.210340371976184,9999.0,9999.0,0,0.0,0,2025,0,0,0,0,0,0.1111111111111111,0.4608695652173913,0,0,1,0.3434491614842573,0.4608695652173913,0.4608695652173913
0093-7355-56,Finasteride Tablet,tablet,"Finasteride, Tablet, 5 mg (NDC 0093-7355-56)","Teva Pharmaceuticals USA, Inc.",2025-08-19,2025-08-19,2025-08-19,,To Be Discontinued,unavailable,Urology,New,Discontinuation of the manufacture of the drug product,0,1,1,3,1.3862943611198906,True,False,FINASTERIDE,FINASTERIDE,10.0,2.3978952727983707,,9999.0,9.210340371976184,9999.0,9999.0,0,0.0,0,2025,0,0,0,0,0,0.1038961038961039,0.0,0,1,0,0.24913197639463594,0.0,0.0
0172-5240-60,Anagrelide Hydrochloride Capsule,capsule,"Anagrelide Hydrochloride, Capsule, 1 mg (NDC 0172-5240-60)","Teva Pharmaceuticals USA, Inc.",2025-11-19,2025-11-19,2025-11-19,,To Be Discontinued,unavailable,Hematology,New,A business decision was made to discontinue manufacture of the drug.,0,1,1,2,1.0986122886681098,True,False,ANAGRELIDE HYDROCHLORIDE,ANAGRELIDE HYDROCHLORIDE,5.0,1.791759469228055,,9999.0,9.210340371976184,9999.0,9999.0,0,0.0,0,2025,0,0,0,0,0,0.10126582278481013,0.3125,0,0,1,0.18144399688385365,0.3125,0.3125
0591-0347-05,Hydrochlorothiazide Capsule,capsule,"Microzide, Capsule, 12.5 mg (NDC 0591-0347-05)","Teva Pharmaceuticals USA, Inc.",2025-11-19,2025-11-19,2025-11-19,,To Be Discontinued,unavailable,Cardiovascular,New,A business decision was made to discontinue manufacture of the drug.,0,1,1,2,1.0986122886681098,True,False,HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE,13.0,2.6390573296152584,,9999.0,9.210340371976184,9999.0,9999.0,0,0.0,0,2025,0,0,0,0,0,0.1,0.19135802469135801,0,0,1,0.26390573296152586,0.19135802469135801,0.19135802469135801
62037-720-10,"Potassium Chloride Tablet, Extended Release",tablet,"Potassium Chloride, Tablet, Extended Release, 20 meq (NDC 62037-720-10)","Teva Pharmaceuticals USA, Inc.",2025-11-21,2025-11-21,2025-11-21,,To Be Discontinued,unavailable,"Endocrinology/Metabolism, Gastroenterology",New,Discontinuation of the manufacture of the drug,0,2,1,14,2.70805020110221,True,False,POTASSIUM CHLORIDE,POTASSIUM CHLORIDE,40.0,3.713572066704308,2025-07-23,121.0,4.804021044733257,121.0,121.0,1,0.6931471805599453,0,2025,0,0,0,0,0,0.09876543209876543,0.0,0,1,0,0.3667725497979563,0.0,0.0
0093-7352-01,Calcitriol Capsule,capsule,"Calcitriol, Capsule, .25 ug (NDC 0093-7352-01)","Teva Pharmaceuticals USA, Inc.",2025-12-04,2025-12-04,2025-12-04,,To Be Discontinued,unavailable,Endocrinology/Metabolism,New,A business decision was made to discontinue manufacture of the drug,0,1,1,2,1.0986122886681098,True,False,CALCITRIOL,CALCITRIOL,12.0,2.5649493574615367,,9999.0,9.210340371976184,9999.0,9999.0,0,0.0,0,2025,0,0,0,0,0,0.09523809523809523,0.043478260869565216,0,0,1,0.244280891186813,0.043478260869565216,0.043478260869565216
0591-5543-10,Allopurinol Tablet,tablet,"Allopurinol, Tablet, 100 mg (NDC 0591-5543-10)","Teva Pharmaceuticals USA, Inc.",2026-02-19,2026-02-19,2026-02-19,,To Be Discontinued,unavailable,"Oncology, Renal, Rheumatology",New,Discontinuation of the manufacture of the drug,0,1,1,4,1.6094379124341005,True,False,ALLOPURINOL,ALLOPURINOL,14.0,2.70805020110221,,9999.0,9.210340371976184,9999.0,9999.0,0,0.0,0,2026,0,0,0,0,0,0.09411764705882353,0.0,0,1,0,0.2548753130449139,0.0,0.0
0093-7768-24,Everolimus Tablet,tablet,"Everolimus, Tablet, 7.5 mg (NDC 0093-7768-24)","Teva Pharmaceuticals USA, Inc.",2026-03-02,2026-03-02,2026-03-02,,To Be Discontinued,unavailable,Transplant,New,Discontinuation of the manufacture of the drug,0,3,1,11,2.4849066497880004,True,False,EVEROLIMUS,EVEROLIMUS,12.0,2.5649493574615367,2026-01-06,55.0,4.02535169073515,55.0,55.0,2,1.0986122886681098,0,2026,0,0,0,0,0,0.09090909090909091,0.0,0,1,0,0.23317721431468516,0.0,0.0
13668-382-05,Amlodipine Besylate; Hydrochlorothiazide; Olmesartan Medoxomil Tablet,tablet,"Amlodipine Besylate; Hydrochlorothiazide; Olmesartan Medoxomil, Tablet, 10 mg; 25 mg; 40 mg (NDC 13668-382-05)",Torrent Pharma Inc.,2025-06-13,2025-06-13,2025-06-13,,To Be Discontinued,unavailable,Cardiovascular,New,A business decision was made to discontinue manufacture of the product.,0,1,1,15,2.772588722239781,True,False,AMLODIPINE BESYLATE,AMLODIPINE BESYLATE,22.0,3.1354942159291497,,9999.0,9.210340371976184,9999.0,9999.0,0,0.0,0,2025,0,0,0,0,0,0.0,0.19135802469135801,0,1,0,0.0,0.19135802469135801,0.19135802469135801
13668-354-05,Nebivolol Hydrochloride Tablet,tablet,"Nebivolol Hydrochloride, Tablet, 5 mg (NDC 13668-354-05)",Torrent Pharmaceuticals Limited,2026-03-25,2026-03-25,2026-03-25,,To Be Discontinued,unavailable,Cardiovascular,New,Discontinuation of the manufacture of the drug,0,1,1,16,2.833213344056216,True,False,NEBIVOLOL HYDROCHLORIDE,NEBIVOLOL HYDROCHLORIDE,15.0,2.772588722239781,,9999.0,9.210340371976184,9999.0,9999.0,0,0.0,0,2026,0,0,0,0,0,0.0,0.19135802469135801,0,1,0,0.0,0.19135802469135801,0.19135802469135801
0832-1054-11,Baclofen Tablet,tablet,"Baclofen, Tablet, 10 mg (NDC 0832-1054-11)","Upsher-Smith Laboratories, LLC",2025-04-23,2025-04-23,2025-04-23,,To Be Discontinued,unavailable,Neurology,New,,0,1,1,12,2.5649493574615367,True,False,BACLOFEN,BACLOFEN,24.0,3.2188758248682006,,9999.0,9.210340371976184,9999.0,9999.0,0,0.0,0,2025,0,0,0,0,0,0.0,0.2,0,1,0,0.0,0.2,0.2
0245-1072-30,"Topiramate Capsule, Extended Release","capsule, extended release","Qudexy XR, Capsule, Extended Release, 50 mg (NDC 0245-1072-30)","Upsher-Smith Laboratories, LLC",2025-04-24,2025-04-24,2025-04-24,,To Be Discontinued,unavailable,Neurology,New,Upsher-Smith will continue to provide their generic Topiramate Extended-release Capsules.,0,1,1,5,1.791759469228055,True,False,TOPIRAMATE,TOPIRAMATE,27.0,3.332204510175204,,9999.0,9.210340371976184,9999.0,9999.0,0,0.0,0,2025,0,0,0,0,0,0.0,0.2,0,0,1,0.0,0.2,0.2
0832-7124-11,"Divalproex Sodium Tablet, Delayed Release",tablet,"Divalproex Sodium, Tablet, Delayed Release, 500 mg (NDC 0832-7124-11)","Upsher-Smith Laboratories, LLC",2025-04-28,2025-04-28,2025-04-28,,To Be Discontinued,unavailable,Neurology,New,Discontinuation of manufacture of drug based on business decision.,0,1,1,8,2.19722457733622,True,False,DIVALPROEX SODIUM,DIVALPROEX SODIUM,22.0,3.1354942159291497,,9999.0,9.210340371976184,9999.0,9999.0,0,0.0,0,2025,0,0,0,0,0,0.0,0.2,0,1,0,0.0,0.2,0.2
0832-1112-60,Memantine Hydrochloride Tablet,tablet,"Memantine Hydrochloride, Tablet, 5 mg (NDC 0832-1112-60)","Upsher-Smith Laboratories, LLC",2025-04-28,2025-04-28,2025-04-28,,To Be Discontinued,unavailable,Neurology,New,,0,1,1,2,1.0986122886681098,True,False,MEMANTINE HYDROCHLORIDE,MEMANTINE HYDROCHLORIDE,25.0,3.258096538021482,,9999.0,9.210340371976184,9999.0,9999.0,0,0.0,0,2025,0,0,0,0,0,0.0,0.2,0,1,0,0.0,0.2,0.2
55154-5623-0,Midodrine Hydrochloride Tablet,tablet,"Orvaten, Tablet, 5 mg (NDC 55154-5623-0)","Upsher-Smith Laboratories, LLC",2025-04-28,2025-04-28,2025-04-28,,To Be Discontinued,unavailable,Cardiovascular,New,,0,1,1,7,2.079441541679836,True,False,MIDODRINE HYDROCHLORIDE,MIDODRINE HYDROCHLORIDE,13.0,2.6390573296152584,,9999.0,9.210340371976184,9999.0,9999.0,0,0.0,0,2025,0,0,0,0,0,0.0,0.19135802469135801,0,1,0,0.0,0.19135802469135801,0.19135802469135801
0832-0465-60,Nystatin Topical Powder,topical powder,"Nystatin, Topical Powder, 100000 [USP'U]/1 g (NDC 0832-0465-60)","Upsher-Smith Laboratories, LLC",2025-04-28,2025-04-28,2025-04-28,,To Be Discontinued,unavailable,"Anti-Infective, Dermatology",New,,0,1,1,3,1.3862943611198906,False,True,NYSTATIN TOPICAL,,1.0,0.6931471805599453,,9999.0,9.210340371976184,9999.0,9999.0,0,0.0,0,2025,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
0832-0540-11,Bumetanide Tablet,tablet,"Bumetanide, Tablet, .5 mg (NDC 0832-0540-11)","Upsher-Smith Laboratories, LLC",2025-05-02,2025-05-02,2025-05-02,,To Be Discontinued,unavailable,Cardiovascular,New,,0,1,1,5,1.791759469228055,True,False,BUMETANIDE,BUMETANIDE,21.0,3.091042453358316,,9999.0,9.210340371976184,9999.0,9999.0,0,0.0,0,2025,0,0,0,0,0,0.0,0.19135802469135801,0,1,0,0.0,0.19135802469135801,0.19135802469135801
0245-0036-42,Cholestyramine Powder,powder,"Prevalite, Powder, 4 g/5.5 g (NDC 0245-0036-42)","Upsher-Smith Laboratories, LLC",2025-05-14,2025-05-14,2025-05-14,,To Be Discontinued,unavailable,Cardiovascular,New,A business decision was made to discontinue the product.,0,1,1,3,1.3862943611198906,False,True,CHOLESTYRAMINE,CHOLESTYRAMINE,11.0,2.4849066497880004,,9999.0,9.210340371976184,9999.0,9999.0,0,0.0,0,2025,0,0,0,0,0,0.0,0.19135802469135801,0,0,0,0.0,0.19135802469135801,0.19135802469135801
0832-0038-50,Oxybutynin Chloride Tablet,tablet,"Oxybutynin Chloride, Tablet, 5 mg (NDC 0832-0038-50)","Upsher-Smith Laboratories, LLC",2025-05-14,2025-05-14,2025-05-14,,To Be Discontinued,unavailable,Renal,New,,0,1,1,4,1.6094379124341005,True,False,OXYBUTYNIN CHLORIDE,OXYBUTYNIN CHLORIDE,21.0,3.091042453358316,,9999.0,9.210340371976184,9999.0,9999.0,0,0.0,0,2025,0,0,0,0,0,0.0,0.0,0,1,0,0.0,0.0,0.0
0832-0741-60,"Propafenone Hydrochloride Capsule, Extended Release","capsule, extended release","Propafenone Hydrochloride, Capsule, Extended Release, 325 mg (NDC 0832-0741-60)","Upsher-Smith Laboratories, LLC",2025-05-14,2025-05-14,2025-05-14,,To Be Discontinued,unavailable,Cardiovascular,New,A business decision was made to discontinue the product.,0,1,1,3,1.3862943611198906,True,False,PROPAFENONE HYDROCHLORIDE,PROPAFENONE HYDROCHLORIDE,10.0,2.3978952727983707,,9999.0,9.210340371976184,9999.0,9999.0,0,0.0,0,2025,0,0,0,0,0,0.0,0.19135802469135801,0,0,1,0.0,0.19135802469135801,0.19135802469135801
0832-1015-00,Amantadine Hydrochloride Capsule,capsule,"Amantadine Hydrochloride, Capsule, 100 mg (NDC 0832-1015-00)","Upsher-Smith Laboratories, LLC",2025-07-23,2025-07-23,2025-07-23,,To Be Discontinued,unavailable,"Antiviral, Neurology",New,Discontinuation of the manufacture of the drug product,0,1,1,2,1.0986122886681098,True,False,AMANTADINE HYDROCHLORIDE,AMANTADINE HYDROCHLORIDE,20.0,3.044522437723423,,9999.0,9.210340371976184,9999.0,9999.0,0,0.0,0,2025,0,0,0,0,0,0.0,0.0,0,0,1,0.0,0.0,0.0
0832-0111-03,Amantadine Hydrochloride Tablet,tablet,"Amantadine Hydrochloride, Tablet, 100 mg (NDC 0832-0111-03)","Upsher-Smith Laboratories, LLC",2025-07-23,2025-07-23,2025-07-23,,To Be Discontinued,unavailable,"Antiviral, Neurology",New,Discontinuation of the manufacture of the drug product,0,1,1,3,1.3862943611198906,True,False,AMANTADINE HYDROCHLORIDE,AMANTADINE HYDROCHLORIDE,20.0,3.044522437723423,,9999.0,9.210340371976184,9999.0,9999.0,0,0.0,0,2025,0,0,0,0,0,0.0,0.0,0,1,0,0.0,0.0,0.0
0832-5323-11,"Potassium Chloride Tablet, Extended Release",tablet,"Potassium Chloride, Tablet, Extended Release, 750 mg (NDC 0832-5323-11)","Upsher-Smith Laboratories, LLC",2025-07-23,2025-07-23,2025-07-23,,To Be Discontinued,unavailable,"Endocrinology/Metabolism, Gastroenterology",New,Discontinuation of the manufacture of the drug product,0,2,1,14,2.70805020110221,True,False,POTASSIUM CHLORIDE,POTASSIUM CHLORIDE,40.0,3.713572066704308,,9999.0,9.210340371976184,9999.0,9999.0,0,0.0,0,2025,0,0,0,0,0,0.0,0.0,0,1,0,0.0,0.0,0.0
0832-6005-11,Fluphenazine Hydrochloride Tablet,tablet,"Fluphenazine Hydrochloride, Tablet, 5 mg (NDC 0832-6005-11)","Upsher-Smith Laboratories, LLC",2025-09-18,2025-09-18,2025-09-18,,To Be Discontinued,unavailable,"Neurology, Psychiatry",New,Discontinuation of the manufacture of the drug.,0,1,1,4,1.6094379124341005,True,False,FLUPHENAZINE HYDROCHLORIDE,FLUPHENAZINE HYDROCHLORIDE,17.0,2.8903717578961645,,9999.0,9.210340371976184,9999.0,9999.0,0,0.0,0,2025,0,0,0,0,0,0.0,0.0,0,1,0,0.0,0.0,0.0
0832-0273-11,Morphine Sulfate Tablet,tablet,"Morphine Sulfate, Tablet, 15 mg (NDC 0832-0273-11)","Upsher-Smith Laboratories, LLC",2025-12-22,2025-12-22,2025-12-22,,To Be Discontinued,unavailable,Analgesia/Addiction,New,Discontinuation of the manufacture of the drug,0,1,1,2,1.0986122886681098,True,False,MORPHINE SULFATE,MORPHINE SULFATE,17.0,2.8903717578961645,,9999.0,9.210340371976184,9999.0,9999.0,0,0.0,0,2025,0,0,0,0,0,0.0,0.4608695652173913,0,1,0,0.0,0.4608695652173913,0.4608695652173913
0591-2742-01,"Potassium Citrate Tablet, Extended Release",tablet,"Potassium Citrate, Tablet, Extended Release, 15 meq (NDC 0591-2742-01)",Watson Pharma Private Limited,2025-07-17,2025-07-17,2025-07-17,,To Be Discontinued,unavailable,Renal,New,A business decision was made to discontinue.,0,1,1,3,1.3862943611198906,True,False,POTASSIUM CITRATE,POTASSIUM CITRATE,9.0,2.302585092994046,,9999.0,9.210340371976184,9999.0,9999.0,0,0.0,0,2025,0,0,0,0,0,0.0,0.0,0,1,0,0.0,0.0,0.0
39822-0355-6,Lincomycin Hydrochloride Injection,injection,"Lincomycin Hydrochloride, Injection, 3 grams/10 mL vial x 10 count (NDC 39822-0355-6)","XGen Pharmaceuticals DJB, Inc.",2026-03-26,2026-03-26,2026-03-26,,To Be Discontinued,unavailable,Anti-Infective,New,A business decision was made to discontinue manufacture of the drug.,0,2,1,3,1.3862943611198906,False,False,LINCOMYCIN HYDROCHLORIDE,LINCOMYCIN HYDROCHLORIDE,5.0,1.791759469228055,2026-02-25,29.0,3.4011973816621555,29.0,29.0,1,0.6931471805599453,0,2026,0,0,0,0,0,0.5,0.36538461538461536,1,0,0,0.8958797346140275,0.36538461538461536,0.36538461538461536
82154-0451-4,Peginterferon alfa-2a Injection,injection,"Pegasys, Injection, 180 ug/.5 mL (NDC 82154-0451-4)",pharmaand GmbH (pharma&),2025-01-24,2025-08-19,,Limited Availability,Current,shortage of an active ingredient,Antiviral,Revised,"Pegasys availability will become more limited through Q4 2025. Product replenishment is expected sometime in 2026 and before May 31, 2026.",1,1,1,2,1.0986122886681098,False,False,PEGINTERFERON ALFA-2A,,1.0,0.6931471805599453,,9999.0,9.210340371976184,9999.0,9999.0,0,0.0,1,2025,0,0,0,0,0,1.0,0.25,1,0,0,0.6931471805599453,0.25,0.25
